关键字,分类,上级,下级
过多时,土壤与植被,土壤水分状况、土壤通气性,黏土易积水、通气差、根系缺氧腐烂
溶强,土壤与植被,土壤淋溶作用、土壤酸化成因,高温多雨、盐基离子淋失、酸性增强
下降,土壤与植被,土壤肥力变化、土壤退化,有机质减少、养分流失、土层变薄
地中海,气象与气候,气候类型、气候特征,夏季炎热干燥、冬季温和多雨、常绿硬叶林
浇水,土壤与植被,土壤改良措施、保水保肥,增加土壤水分、缓解植物缺水、不能改变土壤结构
水热,土壤与植被,热带雨林气候特征、生物量影响因素,光合作用旺盛、有机质分解快、养分循环迅速
丘陵,地形地貌,陆地地形类型、地势起伏,海拔较低、坡度较缓、江南丘陵、红壤分布
覆盖度,土壤与植被,植被覆盖度、水土流失影响因素,减弱侵蚀、保护地表、降低径流速度
水力,土壤与植被,地表侵蚀类型、植被覆盖度影响,植被截留降水、降低径流流速、减少土壤冲刷
光合作用,土壤与植被,植物生理过程、能量来源、碳循环,需要光照、水分、二氧化碳、温度适宜；叶片是主要器官；土壤板结间接影响（通过根系呼吸和水分吸收）
旱季,土壤与植被,季雨林、植物适应策略、水分胁迫,减少蒸腾、降低水分消耗、对应选项A
湿热,土壤与植被,红壤发育条件、气候特征,高温多雨、酸性土壤、有机质含量低
流量,水文,河流水文特征、气候、降水量,流量大、流量小、汛期长、汛期短、结冰期
南方丘陵湿润淋溶,土壤与植被,红壤发育条件,红壤、酸性、高温多雨、盐基离子淋失
红壤,决策型,题目选项,南方丘陵、亚热带常绿阔叶林、高温多雨、淋溶强、土壤呈酸性
温带草原有机质积累,土壤与植被,土壤有机质、草原土壤,温度较低、分解较慢、腐殖质丰富、温带草原区
温带草原区,决策型,题目选项,有机质丰富、草本根系密集、分解较慢、腐殖质层厚
陡坡土层浅薄,土壤与植被,地形对成土影响,坡度大、径流快、侵蚀强、土层浅薄
土层浅薄,决策型,题目选项,陡坡、侵蚀强、水土流失、土壤难以发育
热带雨林土壤贫瘠,土壤与植被,高温多雨成土过程,有机质分解快、淋溶强、养分流失、比较贫瘠
比较贫瘠,决策型,题目选项,热带雨林、高温多雨、生物循环旺盛、养分流失
温带落叶阔叶林棕壤,土壤与植被,森林土壤、暖温带半湿润,棕壤、枯枝落叶多、有机质积累、微酸性
棕壤,决策型,题目选项,温带落叶阔叶林、暖温带半湿润、黏化作用、微酸性、土层较厚
石灰岩风化偏碱,土壤与植被,成土母质与酸碱度,石灰岩、碳酸钙、呈碱性
呈碱性,决策型,题目选项,石灰岩风化、干旱区积盐、盐基离子丰富
常绿阔叶林红壤,土壤与植被,亚热带季风气候土壤,红壤、高温多雨、四季常绿、酸性
人工熟化水稻土,土壤与植被,人为成土过程,水稻土、长期耕作、施肥、灌溉、水旱交替
水稻土,决策型,题目选项,人工耕作土壤、长期种植水稻、耕作熟化、灌溉施肥
壤土通气保水协调,土壤与植被,土壤质地与植物生长,壤土、颗粒适中、通气保水保肥协调
壤土,决策型,题目选项,最适合多数植物生长、通气良好、保水保肥适中、适宜耕作
风力地表裸露沙化,土壤与植被,植被退化后果,土地沙化、风力侵蚀、地表裸露、土壤失去保护
土地沙化,决策型,题目选项,植被退化、地表裸露、风力侵蚀、干旱半干旱地区
黄土高原水土流失,土壤与植被,黄土高原生态问题,黄土疏松、垂直节理、植被不足、水土流失
水土流失,决策型,题目选项,黄土高原、坡面径流、植被破坏、侵蚀、降水集中
水分过多黏土积水,土壤与植被,土壤质地、通气性,黏土、孔隙小、易积水、通气差、根系缺氧
黏土,决策型,题目选项,水分过多易积水、通气性差、保水保肥强、根系缺氧
荒漠植物适应干旱,土壤与植被,旱生植物适应性,干旱缺水、水分短缺、根系发达、叶片退化
干旱缺水,决策型,题目选项,荒漠植被、根系极发达、叶片退化、减少蒸腾
温带季风区落叶阔叶林,土壤与植被,气候植被对应,温带季风区、落叶阔叶林、冬季低温少雨
温带季风区,决策型,题目选项,落叶阔叶林、冬季落叶、夏季生长旺盛
植被覆盖减轻水土流失,土壤与植被,植被水土保持功能,增加下渗、减少地表径流、减轻水土流失
梯田保持水土保肥,土壤与植被,坡耕地治理措施,减缓坡度、降低径流速度、保持水土、保肥
保持水土、保肥,决策型,题目选项,梯田、减缓坡度、减小径流速度、减少侵蚀
高温多雨淋溶致酸化,土壤与植被,土壤酸化自然原因,高温多雨、淋溶强、盐基离子流失、酸性
高温多雨淋溶强,决策型,题目选项,土壤酸化、湿润地区、盐基淋失、红壤
森林破坏土层变薄,土壤与植被,植被破坏后果,径流增强、侵蚀加剧、土层变薄、肥力下降
土层变薄、肥力下降,决策型,题目选项,森林破坏、植被退化、侵蚀加剧、养分流失
内陆湖盆盐碱土,土壤与植被,干旱区土壤类型,盐碱土、地下水浅、蒸发强、地表积盐
盐碱土,决策型,题目选项,干旱内陆湖盆、地下水位浅、蒸发旺盛、盐分聚集
常绿硬叶林地中海气候,土壤与植被,气候植被对应,地中海气候、夏季炎热干燥、冬季温和多雨、叶片蜡质
地中海气候,决策型,题目选项,常绿硬叶林、夏季炎热干燥、叶片小而硬、表层蜡质
冰雪融水山麓绿洲,土壤与植被,干旱区水源与植被,绿洲、山麓地带、冰雪融水、水源稳定、条带状植被
绿洲,决策型,题目选项,高山冰雪融水、山麓地带、水源稳定、条带状分布
针叶林灰化土,土壤与植被,寒冷湿润森林土壤,灰化土、针叶林、寒冷地区、淋溶灰化作用
灰化土,决策型,题目选项,温带针叶林、寒冷湿润、灰化作用、酸性
沟谷泥沙淤积土层厚,土壤与植被,沟谷地形与土壤植被,地势低平、泥沙淤积、水源充足、土层厚、植被好
土层厚、植被好,决策型,题目选项,山区沟谷、泥沙淤积、水源充足、土壤肥沃
森林截留减轻侵蚀,土壤与植被,森林水土保持功能,截留降水、减缓径流、增加下渗、水土流失更轻
水土流失更轻,决策型,题目选项,森林区、植被覆盖、截留降水、减缓地表径流
冻土区苔原植被,土壤与植被,寒冷地区植被类型,苔原、冻土、生长季短、低矮耐寒植物
苔原,决策型,题目选项,寒冷地区、冻土发育、生长季短、高纬度
不合理灌溉次生盐碱化,土壤与植被,灌溉农业生态问题,次生盐碱化、地下水位上升、蒸发积盐
次生盐碱化,决策型,题目选项,不合理灌溉、地下水位上升、盐分表聚、绿洲农业
砂土增施有机肥,土壤与植被,土壤改良措施,增施有机肥、改善团粒结构、提高保水保肥能力
增施有机肥,决策型,题目选项,改良砂土、增加有机质、改善结构、提高保水保肥
紫色土四川盆地,土壤与植被,中国典型土壤分布,四川盆地、紫色砂岩页岩、矿物质丰富、紫色土
四川盆地,决策型,题目选项,紫色土、紫色砂岩页岩、矿物质丰富、肥力高
植被土壤恶性循环,土壤与植被,生态退化反馈,植被破坏、地表裸露、侵蚀加剧、土层变薄、恶性循环
恶性循环,决策型,题目选项,植被破坏、土壤退化、相互促进退化、负反馈累积
热带雨林生物量水热条件,土壤与植被,气候与生物量,水热充足、循环快、光合作用旺盛、生物量巨大
水热充足、循环快,决策型,题目选项,热带雨林、生物量巨大、高温多雨、养分循环迅速
黑土东北平原,土壤与植被,中国典型土壤分布,东北平原、温带半湿润、腐殖质层厚、黑土
东北平原,决策型,题目选项,黑土主要分布区、有机质丰富、土层深厚
覆盖度越高侵蚀越弱,土壤与植被,植被覆盖与侵蚀,风力侵蚀弱、水力侵蚀弱、保护地表
弱,决策型,题目选项,植被覆盖度高、风力侵蚀减弱、水力侵蚀减弱
温带荒漠有机质低,土壤与植被,荒漠土壤特征,降水极少、植被稀疏、有机质低、土壤发育差
有机质低,决策型,题目选项,温带荒漠、植被稀疏、枯枝落叶少、土壤贫瘠
干旱区积盐呈碱性,土壤与植被,干旱区土壤酸碱性,蒸发大于降水、盐分表聚、碱性
碱性,决策型,题目选项,干旱区、蒸发旺盛、盐分积累、盐碱土
荒漠植物水分短缺,土壤与植被,旱生植物适应,水分短缺、根系极深、叶片退化、减少蒸腾
水分短缺,决策型,题目选项,荒漠植物、根系发达、叶片退化、干旱环境
草原开垦土壤退化,土壤与植被,不合理土地利用后果,土壤退化、有机质下降、风蚀水蚀、肥力降低
土壤退化,决策型,题目选项,草原开垦管理不当、有机质下降、结构破坏
针叶林灰化酸性,土壤与植被,针叶林土壤性质,酸性、灰化作用、寒冷湿润、有机酸淋溶
季雨林旱季落叶节水,土壤与植被,植物适应策略,减少水分消耗、降低蒸腾、适应旱季
减少水分消耗,决策型,题目选项,季雨林旱季落叶、减少蒸腾、水分胁迫
土壤板结影响根系呼吸,土壤与植被,土壤结构与植物生长,孔隙度下降、通气性变差、根系呼吸受阻
根系呼吸,决策型,题目选项,土壤板结、孔隙度下降、氧气不足、植物根系
红壤酸性,土壤与植被,红壤酸碱性,酸性、高温多雨、淋溶强、盐基离子流失
酸性,决策型,题目选项,红壤、南方湿热、针叶林灰化土、湿润区淋溶
温带落叶阔叶林,土壤与植被,植被类型、典型土壤,棕壤、暖温带半湿润、枯枝落叶、有机质积累
枯枝落叶量大,土壤与植被,棕壤形成条件,棕壤、有机质积累、温带落叶阔叶林
长期耕作施肥灌溉,土壤与植被,人工熟化土壤,水稻土、土壤结构改善、肥力提高
人工熟化土壤,土壤与植被,人为成土作用,水稻土、长期耕作、施肥、灌溉
通气保水保肥协调,土壤与植被,适宜耕作土壤,壤土、质地适中、根系生长良好
最适合多数植物生长,土壤与植被,土壤质地选择,壤土、通气性和保水性协调
黏化作用,土壤与植被,棕壤形成过程,暖温带半湿润、落叶阔叶林、棕壤、微酸性
暖温带半湿润,土壤与植被,气候植被土壤组合,落叶阔叶林、棕壤、黏化作用、土层较厚
易积水,土壤与植被,黏土水分特征,黏土、颗粒细、孔隙小、通气差
通气不足,土壤与植被,土壤通气性,黏土、根系缺氧、根系呼吸受阻
梯田,土壤与植被,坡耕地水土保持措施,保持水土、保肥、减缓坡度、降低径流速度
减缓坡度,土壤与植被,梯田治理作用,保持水土、保肥、减少侵蚀
退耕还林还草,土壤与植被,生态恢复措施,肥力提高、改善土壤结构、减少侵蚀、恢复植被
肥力提高,决策型,题目选项,退耕还林还草、植被恢复、侵蚀减轻、土壤结构改善
冰雪融水,水文,干旱区绿洲水源,绿洲、山麓、条带状植被、水源稳定
山麓地带,土壤与植被,山地水源与植被,绿洲、冰雪融水、冲积扇、水源稳定
条带状分布,土壤与植被,干旱区植被分布,绿洲、河流沿岸、山麓冰雪融水
黏土通气透水性差,土壤与植被,土壤质地缺点,最不利于根系呼吸、孔隙小、氧气不足
最不利于,土壤与植被,土壤限制因素、题目判断,根系呼吸、黏土通气差
冻土,土壤与植被,寒冷地区土壤与植被,苔原、生长季短、长期冻结、高纬高海拔
生长季短,土壤与植被,寒冷环境植被特征,苔原、低矮耐寒植物、冻土
不合理灌溉,土壤与植被,干旱区灌溉问题,次生盐碱化、地下水位上升、盐分表聚
地下水位上升,土壤与植被,盐碱化形成条件,次生盐碱化、蒸发旺盛、地表积盐
植被更差,土壤与植被,生态退化反馈,恶性循环、侵蚀加剧、土层变薄
侵蚀加剧土层变薄,土壤与植被,植被土壤反馈,恶性循环、植被退化、肥力下降
温带荒漠区,土壤与植被,干旱区植被土壤,有机质低、植被稀疏、降水极少
植被稀疏矮小,土壤与植被,荒漠环境特征,有机质低、枯落物少、土壤贫瘠
不包括,题目判断,否定型单选题,排除正确措施、选择不合理措施、只施化肥
只施化肥,决策型,题目选项,红壤改良不合理措施、导致土壤板结、不能降低酸性、缺少有机质
灰化作用,土壤与植被,针叶林成土过程,酸性、灰化土、强淋溶、有机酸
温带针叶林,土壤与植被,森林植被与土壤,灰化土、灰化作用、酸性、寒冷湿润
红壤酸碱性特征,土壤与植被,红壤性质,酸性、pH小于7、南方湿热、高温多雨淋溶
南方湿热地区,土壤与植被,红壤分布与性质,红壤、酸性、有机质较低、高温多雨
